id,route_name,route_link,bus_name,bus_type,departing_time,duration,reaching_time,star_rating,price,seat_availability
9945,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"Manish Roshan Travels","A/C Sleeper (2+1)","2024-08-20 19:00:00","10h 30m","2024-08-21 05:30:00",2.7,699.00,27
9946,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"Hans Travels (I) Private Limited","A/C Sleeper (2+1)","2024-08-20 12:30:00","09h 15m","2024-08-20 21:45:00",1.2,800.00,24
9947,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"Manish Travels","A/C Sleeper (2+1)","2024-08-20 18:00:00","10h 30m","2024-08-21 04:30:00",2.7,699.00,26
9948,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-20 18:20:00","08h 05m","2024-08-21 02:25:00",4.4,675.00,18
9949,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"IntrCity SmartBus","AC Sleeper (2+1)","2024-08-20 18:00:00","10h 15m","2024-08-21 04:15:00",4.3,5000.00,30
9950,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"Ashray Travels","Volvo Multi-Axle A/C Sleeper (2+1)","2024-08-20 20:00:00","09h 30m","2024-08-21 05:30:00",4.1,1200.00,32
9951,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"Atmaram Travels (Shreyas)","Bharat Benz A/C Sleeper (2+1)","2024-08-20 20:03:00","08h 00m","2024-08-21 04:03:00",4,599.00,16
9952,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"Atmaram Travels (Dolphin)","A/C Sleeper (2+1)","2024-08-20 16:30:00","09h 30m","2024-08-21 02:00:00",4,699.00,29
9953,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"Atmaram Travels (Dolphin)","A/C Sleeper (2+1)","2024-08-20 14:00:00","09h 30m","2024-08-20 23:30:00",4,850.00,16
9954,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"Atmaram Travels (Humsafar)","Bharat Benz A/C Sleeper (2+1)","2024-08-20 19:30:00","08h 15m","2024-08-21 03:45:00",4,650.00,19
9955,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"Atmaram Travels(GTA)","A/C Sleeper (2+1)","2024-08-20 19:00:00","09h 15m","2024-08-21 04:15:00",4,699.00,27
9956,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"Laxmi Empress Stellar","NON A/C Sleeper (2+1)","2024-08-20 19:45:00","08h 30m","2024-08-21 04:15:00",3.9,699.00,4
9957,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"Giroba Travels (ST.Christopher)","NON A/C Airbus (2+2)","2024-08-20 18:00:00","10h 00m","2024-08-21 04:00:00",3.3,350.00,34
9958,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"Giroba Travels (Kelkar)","Non A/C Seater / Sleeper (2+1)","2024-08-20 17:45:00","10h 45m","2024-08-21 04:30:00",3.3,500.00,28
9959,"Goa to Satara",https://www.redbus.in/bus-tickets/goa-to-satara,"AAINATH TRAVELS","A/C Sleeper (2+1)","2024-08-20 21:30:00","07h 00m","2024-08-21 04:30:00",1.9,2499.00,23
9960,"Mopa Airport to Goa",https://www.redbus.in/bus-tickets/mopa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 159023","A/C Seater (2+3)","2024-08-20 10:15:00","00h 30m","2024-08-20 10:45:00",3.7,150.00,42
9961,"Mopa Airport to Goa",https://www.redbus.in/bus-tickets/mopa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 159664","A/C Seater (2+3)","2024-08-20 10:30:00","02h 00m","2024-08-20 12:30:00",4.9,400.00,47
9962,"Mopa Airport to Goa",https://www.redbus.in/bus-tickets/mopa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 159664","A/C Seater (2+3)","2024-08-20 10:30:00","00h 30m","2024-08-20 11:00:00",3.7,150.00,47
9963,"Mopa Airport to Goa",https://www.redbus.in/bus-tickets/mopa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 159657","A/C Seater (2+3)","2024-08-20 11:15:00","00h 30m","2024-08-20 11:45:00",3.7,150.00,47
9964,"Mopa Airport to Goa",https://www.redbus.in/bus-tickets/mopa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 158988","A/C Seater (2+3)","2024-08-20 11:30:00","00h 30m","2024-08-20 12:00:00",3.7,150.00,47
9965,"Mopa Airport to Goa",https://www.redbus.in/bus-tickets/mopa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 159021","A/C Seater (2+3)","2024-08-20 12:00:00","00h 30m","2024-08-20 12:30:00",3.7,200.00,48
9966,"Mopa Airport to Goa",https://www.redbus.in/bus-tickets/mopa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 158996","A/C Seater (2+3)","2024-08-20 12:30:00","02h 00m","2024-08-20 14:30:00",4.9,400.00,47
9967,"Mopa Airport to Goa",https://www.redbus.in/bus-tickets/mopa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 158996","A/C Seater (2+3)","2024-08-20 12:30:00","00h 55m","2024-08-20 13:25:00",3.7,200.00,47
9968,"Mopa Airport to Goa",https://www.redbus.in/bus-tickets/mopa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 160438","A/C Seater (2+3)","2024-08-20 13:30:00","00h 30m","2024-08-20 14:00:00",3.7,150.00,46
9969,"Mopa Airport to Goa",https://www.redbus.in/bus-tickets/mopa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 159015","A/C Seater (2+3)","2024-08-20 16:00:00","02h 00m","2024-08-20 18:00:00",4.9,400.00,47
9970,"Mopa Airport to Goa",https://www.redbus.in/bus-tickets/mopa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 159015","A/C Seater (2+3)","2024-08-20 16:00:00","00h 25m","2024-08-20 16:25:00",3.7,150.00,47
9971,"Mopa Airport to Goa",https://www.redbus.in/bus-tickets/mopa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 160437","A/C Seater (2+3)","2024-08-20 17:30:00","00h 30m","2024-08-20 18:00:00",3.7,150.00,47
9972,"Shirdi to Goa",https://www.redbus.in/bus-tickets/shirdi-to-goa,"PSR Travels Goa","A/C Sleeper (2+1)","2024-08-20 18:00:00","15h 00m","2024-08-21 09:00:00",3.7,1099.00,16
9973,"Shirdi to Goa",https://www.redbus.in/bus-tickets/shirdi-to-goa,"Humsafar Travels","A/C Sleeper (2+1)","2024-08-20 14:30:00","19h 00m","2024-08-21 09:30:00",3.4,1150.00,18
9974,"Shirdi to Goa",https://www.redbus.in/bus-tickets/shirdi-to-goa,"Humsafar Travels","A/C Sleeper (2+1)","2024-08-20 15:00:00","17h 00m","2024-08-21 08:00:00",2.5,1150.00,16
9975,"Shirdi to Goa",https://www.redbus.in/bus-tickets/shirdi-to-goa,"Humsafar Travels","A/C Sleeper (2+1)","2024-08-20 14:30:00","18h 45m","2024-08-21 09:15:00",3.9,1150.00,25
9976,"Goa to Shivamogga",https://www.redbus.in/bus-tickets/goa-to-shimoga,"Kadamba Transport Corporation Limited (KTCL) - 8355","Non AC Seater 2+2","2024-08-20 15:00:00","10h 03m","2024-08-21 01:03:00",1.5,450.00,36
9977,"Goa to Shivamogga",https://www.redbus.in/bus-tickets/goa-to-shimoga,"Sea Bird Tourist","NON A/C Sleeper (2+1)","2024-08-20 17:30:00","09h 00m","2024-08-21 02:30:00",4.1,900.00,26
9978,"Goa to Shirdi",https://www.redbus.in/bus-tickets/goa-to-shirdi,"PSR Travels Goa","A/C Sleeper (2+1)","2024-08-20 19:15:00","14h 45m","2024-08-21 10:00:00",3.7,1299.00,16
9979,"Goa to Shirdi",https://www.redbus.in/bus-tickets/goa-to-shirdi,"Humsafar Travels","A/C Sleeper (2+1)","2024-08-20 19:00:00","16h 00m","2024-08-21 11:00:00",1.6,1250.00,26
9980,"Goa to Goa Airport",https://www.redbus.in/bus-tickets/goa-to-goa-airport,"Kadamba Transport Corporation Limited (KTCL) - 99716","AC Seater (2+2)","2024-08-20 10:31:00","01h 14m","2024-08-20 11:45:00",3.7,150.00,36
9981,"Goa to Goa Airport",https://www.redbus.in/bus-tickets/goa-to-goa-airport,"Kadamba Transport Corporation Limited (KTCL) - 78627","Volvo AC Seater 2+2","2024-08-20 14:01:00","01h 14m","2024-08-20 15:15:00",3.7,150.00,40
9982,"Goa to Goa Airport",https://www.redbus.in/bus-tickets/goa-to-goa-airport,"Kadamba Transport Corporation Limited (KTCL) - 99718","AC Seater (2+2)","2024-08-20 16:01:00","01h 14m","2024-08-20 17:15:00",3.7,150.00,39
9983,"Margao to Mopa Airport",https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,"Kadamba Transport Corporation Limited (KTCL) - 159647","A/C Seater (2+3)","2024-08-20 10:30:00","01h 00m","2024-08-20 11:30:00",4.9,200.00,47
9984,"Margao to Mopa Airport",https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,"Kadamba Transport Corporation Limited (KTCL) - 159019","A/C Seater (2+3)","2024-08-20 10:44:00","00h 31m","2024-08-20 11:15:00",3.7,150.00,45
9985,"Margao to Mopa Airport",https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,"Kadamba Transport Corporation Limited (KTCL) - 159065","A/C Seater (2+3)","2024-08-20 12:30:00","00h 30m","2024-08-20 13:00:00",3,150.00,45
9986,"Margao to Mopa Airport",https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,"Kadamba Transport Corporation Limited (KTCL) - 158948","A/C Seater (2+3)","2024-08-20 14:00:00","00h 30m","2024-08-20 14:30:00",3.4,150.00,47
9987,"Margao to Mopa Airport",https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,"Kadamba Transport Corporation Limited (KTCL) - 158967","A/C Seater (2+3)","2024-08-20 15:00:00","02h 00m","2024-08-20 17:00:00",4.7,400.00,48
9988,"Margao to Mopa Airport",https://www.redbus.in/bus-tickets/margoa-to-mopa-airport,"Kadamba Transport Corporation Limited (KTCL) - 158967","A/C Seater (2+3)","2024-08-20 15:55:00","01h 05m","2024-08-20 17:00:00",3.5,200.00,48
9989,"Goa Airport to Goa",https://www.redbus.in/bus-tickets/goa-airport-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 99707","AC Seater (2+2)","2024-08-20 13:45:00","01h 01m","2024-08-20 14:46:00",3.7,150.00,41
9990,"Mopa Airport to Margao",https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,"Kadamba Transport Corporation Limited (KTCL) - 159664","A/C Seater (2+3)","2024-08-20 10:30:00","02h 00m","2024-08-20 12:30:00",4.9,400.00,47
9991,"Mopa Airport to Margao",https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,"Kadamba Transport Corporation Limited (KTCL) - 159664","A/C Seater (2+3)","2024-08-20 10:30:00","01h 00m","2024-08-20 11:30:00",3.7,200.00,47
9992,"Mopa Airport to Margao",https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,"Kadamba Transport Corporation Limited (KTCL) - 159657","A/C Seater (2+3)","2024-08-20 11:15:00","00h 30m","2024-08-20 11:45:00",3.7,150.00,47
9993,"Mopa Airport to Margao",https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,"Kadamba Transport Corporation Limited (KTCL) - 158988","A/C Seater (2+3)","2024-08-20 11:30:00","00h 30m","2024-08-20 12:00:00",3.7,150.00,47
9994,"Mopa Airport to Margao",https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,"Kadamba Transport Corporation Limited (KTCL) - 159021","A/C Seater (2+3)","2024-08-20 12:00:00","00h 30m","2024-08-20 12:30:00",3.7,200.00,48
9995,"Mopa Airport to Margao",https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,"Kadamba Transport Corporation Limited (KTCL) - 158996","A/C Seater (2+3)","2024-08-20 12:30:00","02h 00m","2024-08-20 14:30:00",4.9,400.00,47
9996,"Mopa Airport to Margao",https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,"Kadamba Transport Corporation Limited (KTCL) - 158996","A/C Seater (2+3)","2024-08-20 12:30:00","00h 55m","2024-08-20 13:25:00",3.7,200.00,47
9997,"Mopa Airport to Margao",https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,"Kadamba Transport Corporation Limited (KTCL) - 160438","A/C Seater (2+3)","2024-08-20 13:30:00","00h 30m","2024-08-20 14:00:00",3.7,150.00,46
9998,"Mopa Airport to Margao",https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,"Kadamba Transport Corporation Limited (KTCL) - 159015","A/C Seater (2+3)","2024-08-20 16:00:00","02h 00m","2024-08-20 18:00:00",4.9,400.00,47
9999,"Mopa Airport to Margao",https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,"Kadamba Transport Corporation Limited (KTCL) - 159015","A/C Seater (2+3)","2024-08-20 16:00:00","00h 25m","2024-08-20 16:25:00",3.7,150.00,47
10000,"Mopa Airport to Margao",https://www.redbus.in/bus-tickets/mopa-airport-to-margoa,"Kadamba Transport Corporation Limited (KTCL) - 160437","A/C Seater (2+3)","2024-08-20 17:30:00","00h 30m","2024-08-20 18:00:00",3.7,150.00,47
10001,"Panaji to Mopa Airport",https://www.redbus.in/bus-tickets/panaji-to-mopa-airport,"Kadamba Transport Corporation Limited (KTCL) - 158948","A/C Seater (2+3)","2024-08-20 13:30:00","01h 00m","2024-08-20 14:30:00",3.7,200.00,47
10002,"Calangute (goa) to Goa",https://www.redbus.in/bus-tickets/calangute-goa-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 78627","Volvo AC Seater 2+2","2024-08-20 13:30:00","00h 31m","2024-08-20 14:01:00",3.7,100.00,40
10003,"Calangute (goa) to Goa",https://www.redbus.in/bus-tickets/calangute-goa-to-goa,"Kadamba Transport Corporation Limited (KTCL) - 99718","AC Seater (2+2)","2024-08-20 15:30:00","00h 31m","2024-08-20 16:01:00",3.7,100.00,41
10004,"Calangute (goa) to Panaji",https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,"Kadamba Transport Corporation Limited (KTCL) - 78627","Volvo AC Seater 2+2","2024-08-20 13:30:00","00h 30m","2024-08-20 14:00:00",3.7,100.00,40
10005,"Calangute (goa) to Panaji",https://www.redbus.in/bus-tickets/calangute-goa-to-panaji,"Kadamba Transport Corporation Limited (KTCL) - 99718","AC Seater (2+2)","2024-08-20 15:30:00","00h 30m","2024-08-20 16:00:00",3.7,100.00,41
10006,"Goa Airport to Panaji",https://www.redbus.in/bus-tickets/goa-airport-to-panaji,"Kadamba Transport Corporation Limited (KTCL) - 99707","AC Seater (2+2)","2024-08-20 13:45:00","01h 00m","2024-08-20 14:45:00",4.4,150.00,41
10007,"Goa Airport to Panaji",https://www.redbus.in/bus-tickets/goa-airport-to-panaji,"Kadamba Transport Corporation Limited (KTCL) - 99710","AC Seater (2+2)","2024-08-20 16:00:00","01h 00m","2024-08-20 17:00:00",4.4,150.00,42
10008,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0152","Ordinary Non AC Seater 2+3","2024-08-20 12:00:00","05h 30m","2024-08-20 17:30:00",3.3,448.00,52
10009,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0103","Shatabdi AC Seater 2+2","2024-08-20 14:01:00","04h 59m","2024-08-20 19:00:00",3.3,598.00,9
10010,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - PLB0001","Shatabdi AC Seater 2+2","2024-08-20 14:30:00","05h 30m","2024-08-20 20:00:00",4.1,598.00,11
10011,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - KSB0092","Shatabdi AC Seater 2+2","2024-08-20 15:01:00","06h 00m","2024-08-20 21:01:00",3.3,598.00,34
10012,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0148","Janrath AC Seater 2+2","2024-08-20 15:31:00","05h 29m","2024-08-20 21:00:00",3.3,598.00,29
10013,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0089","Ordinary Non AC Seater 2+3","2024-08-20 16:01:00","07h 58m","2024-08-20 23:59:00",3.3,476.00,52
10014,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0119","Shatabdi AC Seater 2+2","2024-08-20 16:16:00","05h 00m","2024-08-20 21:16:00",3.7,598.00,14
10015,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - KSB0086","Volvo AC Seater 2+2","2024-08-20 17:01:00","05h 30m","2024-08-20 22:31:00",3.3,844.00,19
10016,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0130","Janrath AC Seater 2+3","2024-08-20 17:31:00","05h 00m","2024-08-20 22:31:00",2,520.00,41
10017,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - SRG0099","Ordinary Non AC Seater 2+3","2024-08-20 17:50:00","06h 59m","2024-08-21 00:49:00",3.3,418.00,52
10018,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0111","Janrath AC Seater 2+2","2024-08-20 19:01:00","04h 44m","2024-08-20 23:45:00",3.2,598.00,27
10019,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - HDD0063","Ordinary Non AC Seater 2+3","2024-08-20 19:39:00","07h 03m","2024-08-21 02:42:00",3.3,444.00,52
10020,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0128","Janrath AC Seater 2+2","2024-08-20 20:01:00","05h 00m","2024-08-21 01:01:00",4.1,598.00,32
10021,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BRT0007","Ordinary Non AC Seater 2+3","2024-08-20 21:25:00","06h 35m","2024-08-21 04:00:00",3.3,448.00,49
10022,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0139","Janrath AC Seater 2+2","2024-08-20 21:31:00","05h 59m","2024-08-21 03:30:00",3.1,598.00,33
10023,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - LNI0017","Rajdhani Non AC Seater 2+3","2024-08-20 21:31:00","05h 29m","2024-08-21 03:00:00",3.3,418.00,51
10024,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0121","Shatabdi AC Seater 2+2","2024-08-20 22:01:00","05h 00m","2024-08-21 03:01:00",3.2,598.00,20
10025,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - KSB0080","Shatabdi AC Seater 2+2","2024-08-20 22:31:00","06h 15m","2024-08-21 04:46:00",3.3,598.00,19
10026,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - KSB0082","Shatabdi AC Seater 2+2","2024-08-20 22:46:00","06h 15m","2024-08-21 05:01:00",3.3,598.00,13
10027,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - KSB0088","Volvo AC Seater 2+2","2024-08-20 23:26:00","05h 30m","2024-08-21 04:56:00",3.3,844.00,10
10028,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0050","Shatabdi AC Seater 2+2","2024-08-20 23:30:00","05h 30m","2024-08-21 05:00:00",2.8,598.00,9
10029,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - BLY0105","Shatabdi AC Seater 2+2","2024-08-20 23:51:00","04h 54m","2024-08-21 04:45:00",3,598.00,18
10030,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - RKD0126","Shatabdi AC Seater 2+2","2024-08-20 23:58:00","05h 02m","2024-08-21 05:00:00",2.6,598.00,15
10031,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"UPSRTC - LKM0399","Shatabdi AC Seater 2+2","2024-08-20 23:58:00","05h 16m","2024-08-21 05:14:00",3.3,604.00,3
10032,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"Vijay Tour and Travels","A/C Seater / Sleeper (2+1)","2024-08-20 19:00:00","06h 10m","2024-08-21 01:10:00",3.2,924.00,8
10033,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"R S YADAV SMART BUS PRIVATE LIMITED","VE A/C Sleeper (2+1)","2024-08-20 23:59:00","06h 06m","2024-08-21 06:05:00",4.4,1599.00,25
10034,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"New Khaira TPT","AC Sleeper (2+1)","2024-08-20 23:15:00","05h 45m","2024-08-21 05:00:00",3.7,1249.00,1
10035,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"SHRI RAM TRAVELS","A/C Seater (2+2)","2024-08-20 23:55:00","05h 30m","2024-08-21 05:25:00",3.1,799.00,40
10036,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"Rahul Travels","AshokLeyland Stile A/C","2024-08-20 23:00:00","06h 00m","2024-08-21 05:00:00",2.1,1500.00,2
10037,"Bareilly to Delhi",https://www.redbus.in/bus-tickets/bareilly-to-delhi,"Rahul Travels","AshokLeyland Stile A/C","2024-08-20 22:20:00","06h 30m","2024-08-21 04:50:00",2.1,1500.00,7
10038,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0127","Shatabdi AC Seater 2+2","2024-08-20 11:49:00","05h 00m","2024-08-20 16:49:00",4.1,598.00,35
10039,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0155","Ordinary Non AC Seater 2+3","2024-08-20 12:00:00","05h 30m","2024-08-20 17:30:00",3.3,448.00,41
10040,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BRT0061","Ordinary Non AC Seater 2+3","2024-08-20 12:30:00","07h 10m","2024-08-20 19:40:00",3.3,448.00,52
10041,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - KSB0087","Volvo AC Seater 2+2","2024-08-20 12:31:00","05h 00m","2024-08-20 17:31:00",3.3,844.00,37
10042,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0157","Ordinary Non AC Seater 2+3","2024-08-20 13:00:00","05h 30m","2024-08-20 18:30:00",3.3,448.00,52
10043,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0106","Shatabdi AC Seater 2+2","2024-08-20 13:01:00","04h 59m","2024-08-20 18:00:00",3,598.00,37
10044,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BRT0062","Ordinary Non AC Seater 2+3","2024-08-20 13:30:00","07h 10m","2024-08-20 20:40:00",3.3,448.00,52
10045,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0146","Rajdhani Non AC Seater 2+3","2024-08-20 13:30:00","05h 00m","2024-08-20 18:30:00",3.3,448.00,52
10046,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - KSB0081","Shatabdi AC Seater 2+2","2024-08-20 13:46:00","05h 45m","2024-08-20 19:31:00",3.3,598.00,36
10047,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BDN0037","Ordinary Non AC Seater 2+3","2024-08-20 14:00:00","07h 30m","2024-08-20 21:30:00",3.3,476.00,52
10048,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0151","Ordinary Non AC Seater 2+3","2024-08-20 14:01:00","05h 30m","2024-08-20 19:31:00",3.3,415.00,52
10049,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0109","Janrath AC Seater 2+2","2024-08-20 15:02:00","04h 43m","2024-08-20 19:45:00",2.5,598.00,32
10050,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - KSB0083","Shatabdi AC Seater 2+2","2024-08-20 15:46:00","06h 00m","2024-08-20 21:46:00",3.3,598.00,37
10051,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0085","Ordinary Non AC Seater 2+3","2024-08-20 16:06:00","08h 19m","2024-08-21 00:25:00",3.3,444.00,52
10052,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0109","Janrath AC Seater 2+2","2024-08-20 16:31:00","05h 29m","2024-08-20 22:00:00",4.8,598.00,36
10053,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BRT0036","Ordinary Non AC Seater 2+3","2024-08-20 17:00:00","07h 10m","2024-08-21 00:10:00",3.3,449.00,52
10054,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0148","Rajdhani Non AC Seater 2+3","2024-08-20 17:00:00","05h 00m","2024-08-20 22:00:00",3.3,448.00,52
10055,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - BLY0107","Janrath AC Seater 2+2","2024-08-20 17:02:00","04h 43m","2024-08-20 21:45:00",2.1,598.00,36
10056,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0090","Ordinary Non AC Seater 2+3","2024-08-20 17:04:00","09h 46m","2024-08-21 02:50:00",3.3,444.00,52
10057,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - KSB0070","Shatabdi AC Seater 2+2","2024-08-20 17:32:00","05h 28m","2024-08-20 23:00:00",3.3,598.00,37
10058,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0082","Ordinary Non AC Seater 2+3","2024-08-20 18:02:00","05h 13m","2024-08-20 23:15:00",3.3,444.00,52
10059,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - RKD0137","Shatabdi AC Seater 2+2","2024-08-20 18:05:00","05h 00m","2024-08-20 23:05:00",2.8,598.00,37
10060,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0092","Ordinary Non AC Seater 2+3","2024-08-20 18:20:00","05h 42m","2024-08-21 00:02:00",3.3,415.00,52
10061,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - HDD0006","Janrath AC Seater 2+2","2024-08-20 18:30:00","06h 30m","2024-08-21 01:00:00",3.3,602.00,36
10062,"Delhi to Bareilly",https://www.redbus.in/bus-tickets/delhi-to-bareilly,"UPSRTC - SBD0030","Pink Express AC Seater 2+2","2024-08-20 19:00:00","06h 00m","2024-08-21 01:00:00",3.3,598.00,41
